Vendor Name	EHR Product Name	EHR Product Version	Product Classification	Product Setting	Attestation Month	Business State/Territory	Provider Type	Specialty	Program Year	Payment Year	Program Type	ID
Allscripts	Allscripts Professional EHR	9.2	Complete EHR	Ambulatory	7	Kansas	EP	INTERNAL MEDICINE	2011	1	Medicare	2482
McKesson	Practice Partner	9.5	Complete EHR	Ambulatory	7	Maryland	EP	GASTROENTEROLOGY	2011	1	Medicare	2483
McKesson	Practice Partner	9.5	Complete EHR	Ambulatory	7	Maryland	EP	GASTROENTEROLOGY	2011	1	Medicare	2484
GE Healthcare	Centricity Practice Solution	9.5	Complete EHR	Ambulatory	7	California	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	2485
GE Healthcare	Centricity Practice Solution	9.5	Complete EHR	Ambulatory	7	California	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	2486
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	7	Florida	EP	ALLERGY/IMMUNOLOGY	2011	1	Medicare	2487
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	7	Florida	EP	ALLERGY/IMMUNOLOGY	2011	1	Medicare	2488
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	7	Ohio	EP	GENERAL SURGERY	2011	1	Medicare	2489
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	7	Texas	EP	NEPHROLOGY	2011	1	Medicare	2490
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	7	Florida	EP	INTERNAL MEDICINE	2011	1	Medicare	2491
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	7	Ohio	EP	ORTHOPEDIC SURGERY	2011	1	Medicare	2492
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	7	Ohio	EP	INTERNAL MEDICINE	2011	1	Medicare	2493
BizMatics Inc	PrognoCIS	Version 2.0	Complete EHR	Ambulatory	7	Alabama	EP	PODIATRY	2011	1	Medicare	2494
McKesson	Lytec MD	2011	Complete EHR	Ambulatory	7	Texas	EP	INTERNAL MEDICINE	2011	1	Medicare	2495
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	Maryland	EP	NEPHROLOGY	2011	1	Medicare	2496
Medical Office Online, Inc.	Medical Office Online	2.2	Complete EHR	Ambulatory	7	Texas	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	2497
SOAPware, Inc.	SOAPware	2011	Complete EHR	Ambulatory	7	California	EP	PODIATRY	2011	1	Medicare	2498
DoctorsPartner, LLC.	DoctorsPartner EMR/PM	5	Complete EHR	Ambulatory	7	Pennsylvania	EP	PODIATRY	2011	1	Medicare	2499
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	7	Ohio	EP	FAMILY PRACTICE	2011	1	Medicare	2500
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	7	North Carolina	EP	FAMILY PRACTICE	2011	1	Medicare	2501
Greenway Medical Technologies, Inc.	PrimeSuite	2011	Complete EHR	Ambulatory	7	New Jersey	EP	PHYSICAL MEDICINE AND REHABILITATION	2011	1	Medicare	2502
NextGen Healthcare	NextGen Ambulatory EHR	5.6 SP1	Complete EHR	Ambulatory	7	Tennessee	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	2503
GE Healthcare	Centricity EMR	9.5	Complete EHR	Ambulatory	7	Florida	EP	PULMONARY DISEASE	2011	1	Medicare	2504
e-MDs, Inc.	e-MDs Solution Series	7	Complete EHR	Ambulatory	7	Alabama	EP	INTERNAL MEDICINE	2011	1	Medicare	2505
e-MDs, Inc.	e-MDs Solution Series	7	Complete EHR	Ambulatory	7	Texas	EP	FAMILY PRACTICE	2011	1	Medicare	2506
e-MDs, Inc.	e-MDs Solution Series	7	Complete EHR	Ambulatory	7	Texas	EP	FAMILY PRACTICE	2011	1	Medicare	2507
e-MDs, Inc.	e-MDs Solution Series	7	Complete EHR	Ambulatory	7	Texas	EP	INTERNAL MEDICINE	2011	1	Medicare	2508
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	7	New York	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	2509
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	7	New York	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	2510
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	7	New York	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	2511
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	7	Pennsylvania	EP	GASTROENTEROLOGY	2011	1	Medicare	2512
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	7	Pennsylvania	EP	INTERNAL MEDICINE	2011	1	Medicare	2513
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	7	New York	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	2514
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	7	New York	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	2515
Pulse Systems	2011 Pulse Complete EHR	2011	Complete EHR	Ambulatory	7	New Jersey	EP	GENERAL SURGERY	2011	1	Medicare	2516
BioMedix Vascular Solutions	TRAKnet Practice Management Software	2	Complete EHR	Ambulatory	7	Pennsylvania	EP	PODIATRY	2011	1	Medicare	2517
BioMedix Vascular Solutions	TRAKnet Practice Management Software	2	Complete EHR	Ambulatory	7	Connecticut	EP	PODIATRY	2011	1	Medicare	2518
Sage	Sage Intergy Meaningful Use Edition	6.2	Complete EHR	Ambulatory	7	California	EP	GASTROENTEROLOGY	2011	1	Medicare	2519
Sage	Sage Intergy Meaningful Use Edition	6.2	Complete EHR	Ambulatory	7	Alabama	EP	INTERNAL MEDICINE	2011	1	Medicare	2520
Sage	Sage Intergy Meaningful Use Edition	6.2	Complete EHR	Ambulatory	7	Alabama	EP	INTERNAL MEDICINE	2011	1	Medicare	2521
Sage	Sage Intergy Meaningful Use Edition	6.2	Complete EHR	Ambulatory	7	Alabama	EP	INTERNAL MEDICINE	2011	1	Medicare	2522
Allscripts	Allscripts Professional EHR	9.2	Complete EHR	Ambulatory	7	Michigan	EP	FAMILY PRACTICE	2011	1	Medicare	2523
Allscripts	Allscripts Professional EHR	9.2	Complete EHR	Ambulatory	7	Michigan	EP	FAMILY PRACTICE	2011	1	Medicare	2524
McKesson	Practice Partner	9.5	Complete EHR	Ambulatory	7	Maryland	EP	GASTROENTEROLOGY	2011	1	Medicare	2525
GE Healthcare	Centricity Practice Solution	9.5	Complete EHR	Ambulatory	7	Texas	EP	ORTHOPEDIC SURGERY	2011	1	Medicare	2526
GE Healthcare	Centricity Practice Solution	9.5	Complete EHR	Ambulatory	7	Texas	EP	PHYSICAL MEDICINE AND REHABILITATION	2011	1	Medicare	2527
GE Healthcare	Centricity Practice Solution	9.5	Complete EHR	Ambulatory	7	Texas	EP	ORTHOPEDIC SURGERY	2011	1	Medicare	2528
gloStream, Inc.	gloEMR	6	Complete EHR	Ambulatory	7	Illinois	EP	INTERNAL MEDICINE	2011	1	Medicare	2529
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	7	Illinois	EP	INTERNAL MEDICINE	2011	1	Medicare	2530
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	7	Ohio	EP	INTERNAL MEDICINE	2011	1	Medicare	2531
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	7	Ohio	EP	PULMONARY DISEASE	2011	1	Medicare	2532
Ingenix	Ingenix CareTracker	7	Complete EHR	Ambulatory	7	California	EP	INTERNAL MEDICINE	2011	1	Medicare	2533
Altos Solutions, Inc.	OncoEMR	2.6	Complete EHR	Ambulatory	7	Louisiana	EP	INTERNAL MEDICINE	2011	1	Medicare	2534
CodoniX	CodoniXnotes	2.0	Complete EHR	Ambulatory	7	Florida	EP	EMERGENCY MEDICINE	2011	1	Medicare	2535
DrFirst	Rcopia MU	3.x	Modular EHR	Ambulatory	7	Michigan	EP	ORTHOPEDIC SURGERY	2011	1	Medicare	2536
WellCentive	WellCentive Registry	2.0	Modular EHR	Ambulatory	7	Michigan	EP	ORTHOPEDIC SURGERY	2011	1	Medicare	2536
DrFirst	Rcopia MU	3.x	Modular EHR	Ambulatory	7	Pennsylvania	EP	OBSTETRICS/GYNECOLOGY	2011	1	Medicare	2537
WellCentive	WellCentive Registry	2.0	Modular EHR	Ambulatory	7	Pennsylvania	EP	OBSTETRICS/GYNECOLOGY	2011	1	Medicare	2537
Practice Fusion	Practice Fusion	2	Modular EHR	Ambulatory	7	Illinois	EP	FAMILY PRACTICE	2011	1	Medicare	2538
Practice Fusion	Practice Fusion	2.0	Complete EHR	Ambulatory	7	Illinois	EP	FAMILY PRACTICE	2011	1	Medicare	2538
Cerner Corporation	Powerchart	2007.19.12	Modular EHR	Inpatient	7	Michigan	Hospital	REHABILITATION UNIT	2011	1	Medicare/Medicaid	2539
Trinity Health, Trinity Information Services	Health Record Print (HRP)	2.0	Modular EHR	Inpatient	7	Michigan	Hospital	REHABILITATION UNIT	2011	1	Medicare/Medicaid	2539
Cerner Corporation	FirstNet	2007.19.12	Modular EHR	Inpatient	7	Michigan	Hospital	REHABILITATION UNIT	2011	1	Medicare/Medicaid	2539
Cerner Corporation	Health Sentry	2011.06	Modular EHR	Inpatient	7	Michigan	Hospital	REHABILITATION UNIT	2011	1	Medicare/Medicaid	2539
Trinity Health, Trinity Information Services	Health Record Print (HRP)	2.0	Modular EHR	Inpatient	7	Idaho	Hospital	OUTPATIENT PHYSICAL THERAPY/OCCUPATIONAL THERAPY/SPEECH PATHOLOGY SERVICES	2011	1	Medicare/Medicaid	2540
Cerner Corporation	Health Sentry	2011.06	Modular EHR	Inpatient	7	Idaho	Hospital	OUTPATIENT PHYSICAL THERAPY/OCCUPATIONAL THERAPY/SPEECH PATHOLOGY SERVICES	2011	1	Medicare/Medicaid	2540
Cerner Corporation	FirstNet	2007.19.12	Modular EHR	Inpatient	7	Idaho	Hospital	OUTPATIENT PHYSICAL THERAPY/OCCUPATIONAL THERAPY/SPEECH PATHOLOGY SERVICES	2011	1	Medicare/Medicaid	2540
Cerner Corporation	Powerchart	2007.19.12	Modular EHR	Inpatient	7	Idaho	Hospital	OUTPATIENT PHYSICAL THERAPY/OCCUPATIONAL THERAPY/SPEECH PATHOLOGY SERVICES	2011	1	Medicare/Medicaid	2540
GE Healthcare	Centricity Practice Solution	9.5	Complete EHR	Ambulatory	7	Texas	EP	ORTHOPEDIC SURGERY	2011	1	Medicare	2541
GE Healthcare	Centricity Practice Solution	9.5	Complete EHR	Ambulatory	7	Texas	EP	PODIATRY	2011	1	Medicare	2542
GE Healthcare	Centricity Practice Solution	9.5	Complete EHR	Ambulatory	7	Texas	EP	ORTHOPEDIC SURGERY	2011	1	Medicare	2543
Eyefinity/OfficeMate	OfficeMate/ExamWRITER	10	Complete EHR	Ambulatory	7	Ohio	EP	OPTOMETRY	2011	1	Medicare	2544
MedPlus, A Quest Diagnostics Company	Care360 EHR	2011.2	Complete EHR	Ambulatory	7	Massachusetts	EP	NEUROLOGY	2011	1	Medicare	2545
CPSI (Computer Programs and Systems), Inc.	CPSI System	17	Complete EHR	Inpatient	7	New York	Hospital	ACUTE CARE	2011	1	Medicare/Medicaid	2546
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	7	Ohio	EP	FAMILY PRACTICE	2011	1	Medicare	2547
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	7	North Carolina	EP	INTERNAL MEDICINE	2011	1	Medicare	2548
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	7	Tennessee	EP	PODIATRY	2011	1	Medicare	2549
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	7	Tennessee	EP	PODIATRY	2011	1	Medicare	2550
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	7	Texas	EP	FAMILY PRACTICE	2011	1	Medicare	2551
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	7	California	EP	FAMILY PRACTICE	2011	1	Medicare	2552
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	7	Florida	EP	GYNECOLOGICAL/ONCOLOGY	2011	1	Medicare	2553
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	7	Tennessee	EP	PODIATRY	2011	1	Medicare	2554
Greenway Medical Technologies, Inc.	PrimeSuite	2011	Complete EHR	Ambulatory	7	Texas	EP	OBSTETRICS/GYNECOLOGY	2011	1	Medicare	2555
Greenway Medical Technologies, Inc.	PrimeSuite	2011	Complete EHR	Ambulatory	7	Virginia	EP	OBSTETRICS/GYNECOLOGY	2011	1	Medicare	2556
Greenway Medical Technologies, Inc.	PrimeSuite	2011	Complete EHR	Ambulatory	7	Pennsylvania	EP	GASTROENTEROLOGY	2011	1	Medicare	2557
Greenway Medical Technologies, Inc.	PrimeSuite	2011	Complete EHR	Ambulatory	7	Pennsylvania	EP	INTERNAL MEDICINE	2011	1	Medicare	2558
NextGen Healthcare	NextGen Ambulatory EHR	5.6 SP1	Complete EHR	Ambulatory	7	Illinois	EP	INTERNAL MEDICINE	2011	1	Medicare	2559
NextGen Healthcare	NextGen Ambulatory EHR	5.6 SP1	Complete EHR	Ambulatory	7	Illinois	EP	INTERNAL MEDICINE	2011	1	Medicare	2560
Aprima Medical Software, Inc	Aprima	2011	Complete EHR	Ambulatory	7	Arizona	EP	ORTHOPEDIC SURGERY	2011	1	Medicare	2561
e-MDs, Inc.	e-MDs Solution Series	7	Complete EHR	Ambulatory	7	Missouri	EP	PHYSICAL MEDICINE AND REHABILITATION	2011	1	Medicare	2562
e-MDs, Inc.	e-MDs Solution Series	7	Complete EHR	Ambulatory	7	Virginia	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	2563
e-MDs, Inc.	e-MDs Solution Series	7	Complete EHR	Ambulatory	7	Virginia	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	2564
e-MDs, Inc.	e-MDs Solution Series	7	Complete EHR	Ambulatory	7	Oklahoma	EP	INTERNAL MEDICINE	2011	1	Medicare	2565
e-MDs, Inc.	e-MDs Solution Series	7	Complete EHR	Ambulatory	7	Oklahoma	EP	GENERAL PRACTICE	2011	1	Medicare	2566
e-MDs, Inc.	e-MDs Solution Series	7	Complete EHR	Ambulatory	7	Virginia	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	2567
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	7	New York	EP	PHYSICAL MEDICINE AND REHABILITATION	2011	1	Medicare	2568
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	7	New York	EP	INTERNAL MEDICINE	2011	1	Medicare	2569
meridianEMR, Inc.	meridianEMR	v5.0	Complete EHR	Ambulatory	7	Texas	EP	UROLOGY	2011	1	Medicare	2570
meridianEMR, Inc.	meridianEMR	v5.0	Complete EHR	Ambulatory	7	Texas	EP	OBSTETRICS/GYNECOLOGY	2011	1	Medicare	2571
meridianEMR, Inc.	meridianEMR	v5.0	Complete EHR	Ambulatory	7	California	EP	UROLOGY	2011	1	Medicare	2572
meridianEMR, Inc.	meridianEMR	v5.0	Complete EHR	Ambulatory	7	Texas	EP	UROLOGY	2011	1	Medicare	2573
BioMedix Vascular Solutions	TRAKnet Practice Management Software	2	Complete EHR	Ambulatory	7	Michigan	EP	PODIATRY	2011	1	Medicare	2574
BioMedix Vascular Solutions	TRAKnet Practice Management Software	2	Complete EHR	Ambulatory	7	New Jersey	EP	PODIATRY	2011	1	Medicare	2575
BioMedix Vascular Solutions	TRAKnet Practice Management Software	2	Complete EHR	Ambulatory	7	New Jersey	EP	PODIATRY	2011	1	Medicare	2576
Sage	Sage Intergy Meaningful Use Edition	6.2	Complete EHR	Ambulatory	7	Alabama	EP	INTERNAL MEDICINE	2011	1	Medicare	2577
Allscripts	Allscripts Professional EHR	9.2	Complete EHR	Ambulatory	7	Kansas	EP	INTERNAL MEDICINE	2011	1	Medicare	2578
ChartLogic, Inc.	ChartLogic EMR	7	Complete EHR	Ambulatory	7	Montana	EP	ORTHOPEDIC SURGERY	2011	1	Medicare	2579
ChartLogic, Inc.	ChartLogic EMR	7	Complete EHR	Ambulatory	7	Montana	EP	ORTHOPEDIC SURGERY	2011	1	Medicare	2580
ChartLogic, Inc.	ChartLogic EMR	7	Complete EHR	Ambulatory	7	Montana	EP	PHYSICAL MEDICINE AND REHABILITATION	2011	1	Medicare	2581
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	7	Illinois	EP	INTERNAL MEDICINE	2011	1	Medicare	2582
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	7	Ohio	EP	GENERAL SURGERY	2011	1	Medicare	2583
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	7	Ohio	EP	RHEUMATOLOGY	2011	1	Medicare	2584
Epic Systems Corporation	EpicCare Ambulatory - Core EMR	Summer 2009	Complete EHR	Ambulatory	7	Ohio	EP	OTOLARYNGOLOGY	2011	1	Medicare	2585
DrFirst	Rcopia MU	3.x	Modular EHR	Ambulatory	7	New York	EP	ALLERGY/IMMUNOLOGY	2011	1	Medicare	2586
Greenway Medical Technologies, Inc.	PrimeSuite	2011	Complete EHR	Ambulatory	7	New York	EP	ALLERGY/IMMUNOLOGY	2011	1	Medicare	2586
BizMatics Inc	PrognoCIS	Version 2.0	Complete EHR	Ambulatory	7	Pennsylvania	EP	INTERNAL MEDICINE	2011	1	Medicare	2587
Ingenix	Ingenix CareTracker	7	Complete EHR	Ambulatory	7	Rhode Island	EP	NEPHROLOGY	2011	1	Medicare	2588
ClearPractice	ClearPractice	3	Complete EHR	Ambulatory	7	Missouri	EP	NEUROLOGY	2011	1	Medicare	2589
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	Illinois	EP	NEPHROLOGY	2011	1	Medicare	2590
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	Illinois	EP	NEPHROLOGY	2011	1	Medicare	2591
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	Illinois	EP	NEPHROLOGY	2011	1	Medicare	2592
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	Illinois	EP	NEPHROLOGY	2011	1	Medicare	2593
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	Illinois	EP	NEPHROLOGY	2011	1	Medicare	2594
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	Illinois	EP	NEPHROLOGY	2011	1	Medicare	2595
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	Illinois	EP	NEPHROLOGY	2011	1	Medicare	2596
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	Illinois	EP	GENERAL SURGERY	2011	1	Medicare	2597
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	Illinois	EP	NEPHROLOGY	2011	1	Medicare	2598
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	California	EP	INTERNAL MEDICINE	2011	1	Medicare	2599
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	California	EP	NEPHROLOGY	2011	1	Medicare	2600
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	California	EP	INTERNAL MEDICINE	2011	1	Medicare	2601
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	California	EP	NEPHROLOGY	2011	1	Medicare	2602
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	California	EP	NEPHROLOGY	2011	1	Medicare	2603
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	California	EP	NEPHROLOGY	2011	1	Medicare	2604
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	California	EP	NEPHROLOGY	2011	1	Medicare	2605
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	California	EP	NEPHROLOGY	2011	1	Medicare	2606
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	California	EP	NEPHROLOGY	2011	1	Medicare	2607
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	California	EP	NEPHROLOGY	2011	1	Medicare	2608
Health IT Services Group	Acumen EHR	6.0	Complete EHR	Ambulatory	7	California	EP	NEPHROLOGY	2011	1	Medicare	2609
MacPractice, Inc.	MacPractice MD	4.1	Complete EHR	Ambulatory	7	Florida	EP	FAMILY PRACTICE	2011	1	Medicare	2610
SOAPware, Inc.	SOAPware	2011	Complete EHR	Ambulatory	7	California	EP	INTERNAL MEDICINE	2011	1	Medicare	2611
Sevocity a division of Conceptual MindWorks, Inc	Sevocity	11.1	Complete EHR	Ambulatory	7	Texas	EP	INTERVENTIONAL PAIN MANAGEMENT	2011	1	Medicare	2612
Allscripts	Allscripts ED	Version 7.0	Complete EHR	Inpatient	7	Florida	EP	PSYCHIATRY	2011	1	Medicare	2613
STI Computer Services, Inc.	ChartMaker Medical Suite	3.8	Complete EHR	Ambulatory	7	New York	EP	FAMILY PRACTICE	2011	1	Medicare	2614
Eyefinity/OfficeMate	OfficeMate/ExamWRITER	10.0	Complete EHR	Ambulatory	7	North Carolina	EP	OPTOMETRY	2011	1	Medicare	2615
McKesson	Practice Partner	9.5.1	Complete EHR	Ambulatory	7	Maryland	EP	FAMILY PRACTICE	2011	1	Medicare	2616
Trinity Health, Trinity Information Services	Health Record Print (HRP)	2.0	Modular EHR	Inpatient	7	Iowa	Hospital	CRITICAL ACCESS HOSPITAL	2011	1	Medicare/Medicaid	2617
Cerner Corporation	FirstNet	2007.19.12	Modular EHR	Inpatient	7	Iowa	Hospital	CRITICAL ACCESS HOSPITAL	2011	1	Medicare/Medicaid	2617
Cerner Corporation	Health Sentry	2011.06	Modular EHR	Inpatient	7	Iowa	Hospital	CRITICAL ACCESS HOSPITAL	2011	1	Medicare/Medicaid	2617
Cerner Corporation	Powerchart	2007.19.12	Modular EHR	Inpatient	7	Iowa	Hospital	CRITICAL ACCESS HOSPITAL	2011	1	Medicare/Medicaid	2617
Cerner Corporation	Powerchart	2007.19.12	Modular EHR	Inpatient	7	Michigan	Hospital	REHABILITATION UNIT	2011	1	Medicare/Medicaid	2618
Cerner Corporation	Health Sentry	2011.06	Modular EHR	Inpatient	7	Michigan	Hospital	REHABILITATION UNIT	2011	1	Medicare/Medicaid	2618
Trinity Health, Trinity Information Services	Health Record Print (HRP)	2.0	Modular EHR	Inpatient	7	Michigan	Hospital	REHABILITATION UNIT	2011	1	Medicare/Medicaid	2618
Cerner Corporation	FirstNet	2007.19.12	Modular EHR	Inpatient	7	Michigan	Hospital	REHABILITATION UNIT	2011	1	Medicare/Medicaid	2618
Cerner Corporation	FirstNet	2007.19.12	Modular EHR	Inpatient	7	Iowa	Hospital	REHABILITATION UNIT	2011	1	Medicare/Medicaid	2619
Cerner Corporation	Powerchart	2007.19.12	Modular EHR	Inpatient	7	Iowa	Hospital	REHABILITATION UNIT	2011	1	Medicare/Medicaid	2619
Cerner Corporation	Health Sentry	2011.06	Modular EHR	Inpatient	7	Iowa	Hospital	REHABILITATION UNIT	2011	1	Medicare/Medicaid	2619
Trinity Health, Trinity Information Services	Health Record Print (HRP)	2.0	Modular EHR	Inpatient	7	Iowa	Hospital	REHABILITATION UNIT	2011	1	Medicare/Medicaid	2619
athenahealth, Inc	athenaClinicals	11.7	Complete EHR	Ambulatory	7	Ohio	EP	FAMILY PRACTICE	2011	1	Medicare	2620
athenahealth, Inc	athenaClinicals	11.7	Complete EHR	Ambulatory	7	Wyoming	EP	NEUROLOGY	2011	1	Medicare	2621
Compulink	Advantage/EHR	10	Complete EHR	Ambulatory	7	Texas	EP	OPTOMETRY	2011	1	Medicare	2622
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	7	North Carolina	EP	FAMILY PRACTICE	2011	1	Medicare	2623
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	7	Connecticut	EP	INTERNAL MEDICINE	2011	1	Medicare	2624
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	7	North Carolina	EP	FAMILY PRACTICE	2011	1	Medicare	2625
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	7	North Carolina	EP	FAMILY PRACTICE	2011	1	Medicare	2626
eClinicalWorks LLC	eClinicalWorks	9	Complete EHR	Ambulatory	7	Kentucky	EP	FAMILY PRACTICE	2011	1	Medicare	2627
Greenway Medical Technologies, Inc.	PrimeSuite	2011	Complete EHR	Ambulatory	7	South Carolina	EP	FAMILY PRACTICE	2011	1	Medicare	2628
Greenway Medical Technologies, Inc.	PrimeSuite	2011	Complete EHR	Ambulatory	7	Pennsylvania	EP	INTERNAL MEDICINE	2011	1	Medicare	2629
Allscripts	Allscripts Enterprise E HR	11.2	Complete EHR	Ambulatory	7	Iowa	EP	GENERAL SURGERY	2011	1	Medicare	2630
GE Healthcare	Centricity EMR	9.5	Complete EHR	Ambulatory	7	Florida	EP	INTERNAL MEDICINE	2011	1	Medicare	2631
GE Healthcare	Centricity EMR	9.5	Complete EHR	Ambulatory	7	Florida	EP	INTERNAL MEDICINE	2011	1	Medicare	2632
e-MDs, Inc.	e-MDs Solution Series	7	Complete EHR	Ambulatory	7	Texas	EP	INTERNAL MEDICINE	2011	1	Medicare	2633
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	7	New York	EP	INTERNAL MEDICINE	2011	1	Medicare	2634
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	7	Pennsylvania	EP	UROLOGY	2011	1	Medicare	2635
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	7	Ohio	EP	INTERNAL MEDICINE	2011	1	Medicare	2636
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	7	Pennsylvania	EP	UROLOGY	2011	1	Medicare	2637
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	7	Pennsylvania	EP	UROLOGY	2011	1	Medicare	2638
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	7	Pennsylvania	EP	UROLOGY	2011	1	Medicare	2639
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	7	New York	EP	CARDIOVASCULAR DISEASE (CARDIOLOGY)	2011	1	Medicare	2640
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	7	Pennsylvania	EP	UROLOGY	2011	1	Medicare	2641
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	7	New York	EP	UROLOGY	2011	1	Medicare	2642
Community Computer Service, Inc.	MEDENT	19.5	Complete EHR	Ambulatory	7	New York	EP	INTERNAL MEDICINE	2011	1	Medicare	2643
BioMedix Vascular Solutions	TRAKnet Practice Management Software	2	Complete EHR	Ambulatory	7	New Jersey	EP	PODIATRY	2011	1	Medicare	2644
